worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
20113482,7,6,7,16,0.444444444444444,0.194444444444444,0,6.31,2.29,0.46730392018677847,0.277337559429477,0,0,0,0,0,0
20043586,14,2,14,6,0.166666666666667,0.388888888888889,0,2.5,1.93,0.452683856133475,0.26421404682274247,0,0,0,0,0,0
19913374,0,36,0,0,0,0,1,1,NONE,0.7041025493698826,0.4080560420315236,0,0,0,0,0,0
19302668,18,0,18,0,0,0.5,0,1.33,1,0.4234169890675874,0.2391304347826087,0,0,0,0,0,0
19294877,7,6,7,0,0,0.35,0,8.15,0,0.48329940627440865,0.28507795100222716,0,0,0,0,0,0
18990100,17,0,17,2,0.0555555555555556,0.472222222222222,0,7.41,4.53,0.4342913832124357,0.24581939799331104,0,0,0,0,0,0
17950689,0,34,0,2,0.0555555555555556,0,0,1.62,NONE,0.7158844348176491,0.4168126094570928,0,0,0,0,0,0
15439740,1,28,1,6,0.166666666666667,0.0277777777777778,0,5.69,9,0.7303288175771256,0.4254937163375224,0,0,0,0,0,0
14353703,12,0,12,12,0.333333333333333,0.333333333333333,0,3.42,0,0.40298276176216347,0.24518388791593695,1,1,0,0,0,0
13581319,18,0,18,0,0,0.5,0,3.28,0,0.3553876900381014,0.205685618729097,1,1,0,0,0,0
9653950,3,14,3,0,0,0.15,0,6.12,5.33,0.6916128831433764,0.40979955456570155,0,0,0,0,0,0
4711962,0,34,0,2,0.0555555555555556,0,0,1,NONE,0.6748968171538257,0.3963210702341137,0,0,0,0,0,0
4688131,17,0,17,2,0.0555555555555556,0.472222222222222,0,3.82,0,0.4374271184571119,0.26048951048951047,0,0,0,0,0,0
3587109,0,32,0,4,0.111111111111111,0,0,2.22,NONE,0.7059982550206281,0.4133099824868651,0,0,0,0,0,0
