worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
20043586,10,4,10,4,0.142857142857143,0.357142857142857,0,0.5589673149791312,0.334855403348554,0,0,0,0,0,0
19913374,0,28,0,0,0,0,1,0.6629448687813585,0.38301282051282054,0,0,0,0,0,0
19302668,12,0,12,4,0.142857142857143,0.428571428571429,0,0.4889777900338052,0.30140845070422534,0,0,0,0,0,0
19294877,7,14,7,0,0,0.25,0,0.650880460249039,0.37949640287769787,0,0,0,0,0,0
18990100,12,0,12,4,0.142857142857143,0.428571428571429,0,0.540049831637214,0.328881469115192,0,0,0,0,0,0
17950689,0,24,0,4,0.142857142857143,0,0,0.6879332754676959,0.410958904109589,0,0,0,0,0,0
16101132,0,10,0,10,0.5,0,0,0.4147655440633353,0.2263779527559055,1,1,0,0,0,0
15577915,12,0,12,4,0.142857142857143,0.428571428571429,0,0.46585611627366114,0.2861788617886179,0,0,0,0,0,0
15439740,0,20,0,8,0.285714285714286,0,0,0.6927512649517149,0.4028662420382166,0,0,0,0,0,0
13581319,11,2,11,4,0.142857142857143,0.392857142857143,0,0.5158447007634948,0.3073248407643312,0,0,0,0,0,0
9653950,3,12,3,2,0.1,0.15,0,0.7045005719847028,0.4207650273224044,0,0,0,0,0,0
6344072,5,4,5,2,0.125,0.3125,0,0.6136114889151204,0.36427320490367776,0,0,0,0,0,0
6330007,4,8,4,0,0,0.25,0,0.5986504572503921,0.3383947939262473,0,0,0,0,0,0
4711962,0,28,0,0,0,0,1,0.6432833468026858,0.371900826446281,0,0,0,0,0,0
3587109,0,26,0,2,0.0714285714285714,0,0,0.6855470415693579,0.40705128205128205,0,0,0,0,0,0
2143114,14,0,14,0,0,0.5,0,0.32883959821607134,0.1858108108108108,1,1,0,0,0,0
