worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
20113482,9,8,9,2,0.0714285714285714,0.321428571428571,0,0.4948396919728655,0.3359223300970874,0,0,0,0,0,0
20043586,4,2,4,6,0.375,0.25,0,0.6367172181357454,0.4108527131782946,0,0,0,0,0,0
19302668,9,0,9,2,0.1,0.45,0,0.37559252163989604,0.2646370023419204,1,1,0,0,0,0
19294877,4,6,4,2,0.125,0.25,0,0.6448131922854262,0.4164588528678304,0,0,0,0,0,0
18990100,4,2,4,6,0.375,0.25,0,0.5582543944029289,0.35148514851485146,0,0,0,0,0,0
18672993,0,14,0,2,0.125,0,0,0.762307119467084,0.49875311720698257,0,0,0,0,0,0
17950689,0,16,0,4,0.2,0,0,0.7518125130827815,0.4745098039215686,0,0,0,0,0,0
16101132,1,0,1,14,0.875,0.0625,0,0.313748383978233,0.2275,1,1,0,0,0,0
15577915,11,0,11,4,0.153846153846154,0.423076923076923,0,0.3813509102684468,0.26883910386965376,1,1,0,0,0,0
13581319,13,0,13,2,0.0714285714285714,0.464285714285714,0,0.42349154139792955,0.291497975708502,0,0,0,0,0,0
9653950,1,12,1,2,0.125,0.0625,0,0.7105244642605449,0.45885286783042395,0,0,0,0,0,0
7051387,2,2,2,2,0.25,0.25,0,0.6648403853191006,0.44755244755244755,0,0,0,0,0,0
6344072,0,12,0,4,0.25,0,0,0.7960768626856989,0.518005540166205,0,0,0,0,0,0
4711962,0,28,0,0,0,0,1,0.7029684061185346,0.4134419551934827,0,0,0,0,0,0
4688131,7,0,7,2,0.125,0.4375,0,0.5155015150185415,0.34663341645885287,0,0,0,0,0,0
3587109,0,12,0,4,0.25,0,0,0.7960768626856989,0.518005540166205,0,0,0,0,0,0
2143114,8,0,8,0,0,0.5,0,0.2834867180000096,0.15211970074812967,1,1,0,0,0,0
