worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
19302668,9,2,9,2,0.0909090909090909,0.409090909090909,0,0.6431940098980290,0.5944123083508100,0
19294877,3,12,3,0,0,0.166666666666667,0,0.7705983378934210,0.4959471497803990,0
18990100,6,0,6,4,0.25,0.375,0,0.7198725917988170,0.4668041392063050,0
18672993,0,14,0,2,0.125,0,0,0.67830826034198900,0.52687055472275300,0
17950689,0,24,0,0,0,0,1,0.6878281267576960,0.53261787358053400,1
16654434,5,6,5,0,0,0.3125,0,0.702785336959859,0.5018205973989650,0
16101132,0,8,0,8,0.5,0,0,0.5230600001327680,0.4477539360327080,0
15577915,9,6,9,4,0.142857142857143,0.321428571428571,0,0.6327311810816430,0.477119988394621,0
11521789,4,6,4,2,0.125,0.25,0,0.7498377018136410,0.4723250648748970,0
9653950,0,16,0,0,0,0,1,0.8526537664046000,0.52369805803297600,1
7051387,6,2,6,2,0.125,0.375,0,0.7561946039325280,0.4692662994469080,0
6344072,0,14,0,2,0.125,0,0,0.8113325270822810,0.5750776126140260,0
4711962,0,28,0,0,0,0,1,0.7577885058916690,0.7046296296296300,1
4688131,7,0,7,2,0.125,0.4375,0,0.53614300146567800,0.50595553962945300,0
3587109,1,24,1,2,0.0714285714285714,0.0357142857142857,0,0.7615863465830000,0.5994432707328600,0
